ID	GeneID	geneSymbol	chr	strand	exonStart_0base	exonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE
2814	"ODF2L"	"ODF2L"	chr1	-	86358786	86358891	86354773	86354859	86360425	86360536
2815	"ODF2L"	"ODF2L"	chr1	-	86382241	86382358	86376232	86376418	86382930	86383002
2816	"ODF2L"	"ODF2L"	chr1	-	86355344	86355383	86354773	86354859	86356443	86356602
2817	"ODF2L"	"ODF2L"	chr1	-	86356443	86356602	86354773	86354859	86358786	86358891
2818	"CELF3"	"CELF3"	chr1	-	151707144	151707294	151706668	151706734	151707506	151707648
2819	"HAPLN3"	"HAPLN3"	chr15	-	88892973	88893112	88887174	88887345	88895458	88895626
2820	"TBCCD1"	"TBCCD1"	chr3	-	186563993	186564372	186558416	186558572	186570106	186570543
2821	"RABL6"	"RABL6"	chr9	+	136840153	136840212	136839693	136839865	136840321	136841187
2822	"TPST1"	"TPST1"	chr7	+	66240324	66241270	66205271	66205522	66286510	66286709
2823	"C8orf37-AS1"	"C8orf37-AS1"	chr8	+	95432625	95432780	95301121	95301192	95610663	95610697
2824	"C8orf37-AS1"	"C8orf37-AS1"	chr8	+	95432625	95432780	95268835	95268890	95610663	95610697
2825	"C8orf37-AS1"	"C8orf37-AS1"	chr8	+	95301121	95301192	95268835	95268890	95610663	95610697
2826	"C8orf37-AS1"	"C8orf37-AS1"	chr8	+	95301121	95301192	95268835	95268890	95432625	95432780
2827	"C8orf37-AS1"	"C8orf37-AS1"	chr8	+	95610663	95610697	95301121	95301192	95800495	95800655
2828	"C8orf37-AS1"	"C8orf37-AS1"	chr8	+	95610663	95610697	95432625	95432780	95810018	95810143
2829	"C8orf37-AS1"	"C8orf37-AS1"	chr8	+	95800495	95800655	95610663	95610697	95810018	95810143
2830	"C8orf37-AS1"	"C8orf37-AS1"	chr8	+	95344282	95344445	95268835	95268890	95610663	95610697
2831	"DENR"	"DENR"	chr12	+	122768781	122768921	122767487	122767604	122769033	122771064
2832	"PPP5C"	"PPP5C"	chr19	+	46383410	46383476	46376452	46376574	46383779	46383878
2833	"ZNF846"	"ZNF846"	chr19	-	9759859	9759942	9757474	9758764	9762081	9762168
2834	"SPHK1"	"SPHK1"	chr17	+	76386392	76386508	76386220	76386315	76386805	76387860
2835	"HMGN3"	"HMGN3"	chr6	-	79202062	79202155	79201244	79201726	79202275	79202389
2836	"MX2"	"MX2"	chr21	+	41390564	41390703	41382409	41382564	41395586	41395785
2837	"AADACL3"	"AADACL3"	chr1	+	12719474	12719691	12716114	12716344	12720882	12720946
2838	"RMND1"	"RMND1"	chr6	-	151427481	151427582	151423524	151423631	151430137	151430177
2839	"RMND1"	"RMND1"	chr6	-	151445307	151445825	151436445	151436554	151452015	151452181
2840	"SLC8B1"	"SLC8B1"	chr12	-	113320330	113320498	113318963	113319071	113320580	113320686
2841	"ZNF497"	"ZNF497"	chr19	-	58358488	58358585	58354356	58357649	58362676	58362848
2842	"AUP1"	"AUP1"	chr2	-	74528750	74529282	74527939	74528006	74529361	74529499
2843	"AUP1"	"AUP1"	chr2	-	74528750	74529282	74528416	74528489	74529361	74529499
2844	"AUP1"	"AUP1"	chr2	-	74527247	74527363	74526940	74527059	74527735	74527838
2845	"AUP1"	"AUP1"	chr2	-	74527470	74527590	74527247	74527363	74527735	74527838
2846	"AUP1"	"AUP1"	chr2	-	74529131	74529282	74527939	74528006	74529361	74529499
2847	"AUP1"	"AUP1"	chr2	-	74529131	74529282	74528416	74528489	74529361	74529499
2848	"AUP1"	"AUP1"	chr2	-	74528416	74528489	74528247	74528321	74529131	74529282
2849	"AUP1"	"AUP1"	chr2	-	74528247	74528321	74527939	74528006	74529131	74529282
2850	"AUP1"	"AUP1"	chr2	-	74528750	74528935	74527939	74528006	74529131	74529282
2851	"AUP1"	"AUP1"	chr2	-	74528750	74528935	74528416	74528489	74529131	74529282
2852	"EIF2A"	"EIF2A"	chr3	+	150571957	150572529	150568175	150568292	150575648	150575762
2853	"EIF2A"	"EIF2A"	chr3	+	150571957	150572529	150568175	150568292	150581617	150581746
2854	"EIF2A"	"EIF2A"	chr3	+	150558387	150558462	150552355	150552425	150562541	150562660
2855	"EIF2A"	"EIF2A"	chr3	+	150575648	150575762	150568175	150568292	150581617	150581746
2856	"EIF2A"	"EIF2A"	chr3	+	150575648	150575762	150571957	150572529	150581617	150581746
2857	"EIF2A"	"EIF2A"	chr3	+	150581617	150581746	150575648	150575762	150583199	150583265
2858	"FDFT1"	"FDFT1"	chr8	+	11802257	11802455	11795572	11796011	11802758	11802931
2859	"FDFT1"	"FDFT1"	chr8	+	11802758	11802931	11795572	11796011	11808793	11808891
2860	"FDFT1"	"FDFT1"	chr8	+	11803321	11803518	11802610	11802931	11808793	11808891
2861	"FDFT1"	"FDFT1"	chr8	+	11830243	11830420	11826023	11826215	11831517	11831670
2862	"ASGR1"	"ASGR1"	chr17	-	7177209	7177326	7176980	7177076	7178493	7178588
2863	"DDX46"	"DDX46"	chr5	+	134790105	134790222	134788512	134788591	134790469	134790552
2864	"DDX46"	"DDX46"	chr5	+	134784365	134784541	134782944	134783065	134785464	134785586
2865	"DDX46"	"DDX46"	chr5	+	134766916	134767060	134763903	134764092	134770902	134770999
2866	"KANSL2"	"KANSL2"	chr12	-	48681381	48681641	48679654	48679833	48682186	48682252
2867	"KANSL2"	"KANSL2"	chr12	-	48679035	48679150	48671798	48671962	48679654	48679833
2868	"SLC22A8"	"SLC22A8"	chr11	-	63014625	63014983	63000719	63000823	63015728	63015845
2869	"SLC22A8"	"SLC22A8"	chr11	-	63014625	63014962	63000719	63000823	63015728	63015845
2870	"SLC22A8"	"SLC22A8"	chr11	-	63014625	63014710	63000719	63000823	63015728	63015845
2871	"ZAN"	"ZAN"	chr7	+	100794119	100794258	100792404	100792544	100795195	100795336
2872	"ZAN"	"ZAN"	chr7	+	100793819	100794018	100792404	100792479	100794119	100794258
2873	"ZAN"	"ZAN"	chr7	+	100793819	100794018	100792404	100792544	100794119	100794258
2874	"TANGO2"	"TANGO2"	chr22	+	20019180	20019299	20016999	20017192	20036759	20036854
2875	"TANGO2"	"TANGO2"	chr22	+	20055942	20056013	20053436	20053551	20063337	20063442
2876	"TANGO2"	"TANGO2"	chr22	+	20055942	20056013	20052464	20052584	20061529	20061681
2877	"TANGO2"	"TANGO2"	chr22	+	20055942	20056013	20052464	20052584	20063337	20063442
2878	"TANGO2"	"TANGO2"	chr22	+	20063337	20063442	20055942	20056013	20064541	20065926
2879	"TANGO2"	"TANGO2"	chr22	+	20061529	20061681	20055942	20056013	20063337	20063442
2880	"TANGO2"	"TANGO2"	chr22	+	20053436	20053551	20052464	20052584	20055942	20056013
2881	"TANGO2"	"TANGO2"	chr22	+	20053436	20053551	20052464	20052584	20063337	20063442
2882	"TANGO2"	"TANGO2"	chr22	+	20061529	20061683	20052464	20052584	20063337	20063442
2883	"TANGO2"	"TANGO2"	chr22	+	20061529	20061683	20055942	20056013	20063337	20063442
2884	"RAD54L"	"RAD54L"	chr1	+	46260541	46260611	46259963	46260099	46260726	46261015
2885	"EIF3E"	"EIF3E"	chr8	-	108214606	108214716	108203400	108203503	108216411	108216513
2886	"EIF3E"	"EIF3E"	chr8	-	108216411	108216513	108203400	108203503	108228266	108228391
2887	"EIF3E"	"EIF3E"	chr8	-	108217333	108217460	108216411	108216513	108228266	108228391
2888	"POLD4"	"POLD4"	chr11	-	67352690	67352802	67350764	67352019	67352987	67353077
2889	"DIAPH3"	"DIAPH3"	chr13	-	60093627	60093732	60042689	60042820	60112009	60112186
2890	"DIAPH3"	"DIAPH3"	chr13	-	60132956	60132989	60112009	60112186	60163586	60163985
2891	"DIAPH3"	"DIAPH3"	chr13	-	60112009	60112186	60093627	60093732	60163586	60163985
2892	"CETN3"	"CETN3"	chr5	-	90396492	90396564	90393334	90394107	90399357	90399549
2893	"HELLS"	"HELLS"	chr10	+	94581325	94581522	94576661	94576805	94582962	94583059
2894	"HELLS"	"HELLS"	chr10	+	94583987	94584125	94582962	94583059	94588228	94588390
2895	"HELLS"	"HELLS"	chr10	+	94577081	94577096	94576661	94576709	94581325	94581522
2896	"HELLS"	"HELLS"	chr10	+	94582962	94583059	94576661	94576805	94588228	94588390
2897	"HELLS"	"HELLS"	chr10	+	94597034	94597111	94596859	94596956	94601527	94602099
2898	"HELLS"	"HELLS"	chr10	+	94557178	94557222	94554125	94554248	94558138	94558195
2899	"HELLS"	"HELLS"	chr10	+	94562811	94562876	94562690	94562727	94571387	94571429
2900	"NSUN2"	"NSUN2"	chr5	-	6625563	6625669	6623213	6623285	6631872	6631977
2901	"NSUN2"	"NSUN2"	chr5	-	6622015	6622100	6620105	6620298	6623213	6623285
2902	"NSUN2"	"NSUN2"	chr5	-	6631872	6631977	6625563	6625669	6632598	6632756
2903	"VPS36"	"VPS36"	chr13	-	52417056	52417141	52416016	52416093	52417991	52418056
2904	"VPS36"	"VPS36"	chr13	-	52423573	52423639	52417991	52418056	52425931	52426066
2905	"VPS36"	"VPS36"	chr13	-	52423573	52423639	52417056	52417141	52425931	52426066
2906	"VPS36"	"VPS36"	chr13	-	52426988	52427066	52425931	52426066	52427186	52427219
2907	"VPS36"	"VPS36"	chr13	-	52417991	52418056	52417056	52417141	52425931	52426066
2908	"VPS36"	"VPS36"	chr13	-	52417991	52418056	52417056	52417141	52423573	52423639
2909	"MAZ"	"MAZ"	chr16	+	29809539	29809764	29808569	29808741	29810076	29811183
2910	"MAZ"	"MAZ"	chr16	+	29806977	29807828	29806806	29806893	29808229	29808293
2911	"MAZ"	"MAZ"	chr16	+	29808229	29808293	29806536	29806893	29808569	29808741
2912	"DLGAP1-AS2"	"DLGAP1-AS2"	chr18	+	3606553	3606640	3603736	3604215	3609732	3610089
2913	"VCAN"	"VCAN"	chr5	+	83537006	83542268	83512102	83512396	83545536	83545650
2914	"VCAN"	"VCAN"	chr5	+	83537006	83542268	83519348	83522309	83545536	83545650
2915	"VCAN"	"VCAN"	chr5	+	83519348	83522309	83512102	83512396	83545536	83545650
2916	"VCAN"	"VCAN"	chr5	+	83519348	83522309	83512102	83512396	83537006	83542268
2917	"GUSB"	"GUSB"	chr7	-	65970281	65970366	65967730	65967907	65974294	65974441
2918	"GUSB"	"GUSB"	chr7	-	65979398	65979541	65976014	65976202	65980223	65980409
2919	"GUSB"	"GUSB"	chr7	-	65974918	65975071	65974525	65974704	65976014	65976202
2920	"GUSB"	"GUSB"	chr7	-	65979726	65979911	65979398	65979541	65980223	65980409
2921	"TMEM161B-AS1"	"TMEM161B-AS1"	chr5	+	88282041	88282106	88270525	88270585	88287435	88287622
2922	"TMEM161B-AS1"	"TMEM161B-AS1"	chr5	+	88410072	88410194	88270525	88270585	88436272	88436674
2923	"C10orf128"	"C10orf128"	chr10	-	49165765	49165796	49161598	49161622	49166868	49167009
2924	"C10orf128"	"C10orf128"	chr10	-	49165204	49165283	49161598	49161622	49165765	49165796
2925	"C10orf128"	"C10orf128"	chr10	-	49165204	49165361	49161598	49161622	49165765	49165796
2926	"DESI2"	"DESI2"	chr1	+	244689248	244689342	244686596	244686669	244691878	244692020
2927	"DESI2"	"DESI2"	chr1	+	244689248	244689342	244686596	244686669	244691883	244692020
2928	"EXOC7"	"EXOC7"	chr17	-	76090328	76090397	76089174	76089320	76094413	76094581
2929	"EXOC7"	"EXOC7"	chr17	-	76090328	76090397	76089174	76089320	76091142	76091235
2930	"EXOC7"	"EXOC7"	chr17	-	76091142	76091235	76089174	76089320	76094413	76094581
2931	"EXOC7"	"EXOC7"	chr17	-	76091142	76091235	76090328	76090397	76094413	76094581
2932	"EXOC7"	"EXOC7"	chr17	-	76086853	76086892	76086079	76086145	76087653	76087720
2933	"EXOC7"	"EXOC7"	chr17	-	76090328	76090481	76089174	76089320	76091142	76091235
2934	"EXOC7"	"EXOC7"	chr17	-	76103360	76103426	76101678	76101863	76103632	76103787
2935	"ANKS1B"	"ANKS1B"	chr12	-	98807843	98807918	98800996	98801125	98829173	98829353
2936	"ANKS1B"	"ANKS1B"	chr12	-	98829173	98829353	98800996	98801125	98832028	98832136
2937	"ANKS1B"	"ANKS1B"	chr12	-	98829173	98829353	98807843	98807915	98832028	98832136
2938	"ANKS1B"	"ANKS1B"	chr12	-	98807843	98807915	98800996	98801125	98829173	98829353
2939	"ANKS1B"	"ANKS1B"	chr12	-	98807843	98807915	98800996	98801125	98832028	98832136
2940	"RBSN"	"RBSN"	chr3	-	15082366	15082608	15080731	15080802	15084734	15084896
2941	"RBSN"	"RBSN"	chr3	-	15098118	15098274	15096534	15096710	15099034	15099157
2942	"SYNE3"	"SYNE3"	chr14	-	95457176	95457338	95455376	95455724	95465930	95466240
2943	"GOSR1"	"GOSR1"	chr17	+	30490125	30490217	30484662	30484770	30492678	30492753
2944	"GOSR1"	"GOSR1"	chr17	+	30510879	30510909	30492678	30492753	30519938	30520021
2945	"ZMAT1"	"ZMAT1"	chrX	-	101892704	101892754	101887197	101887304	101894453	101894904
2946	"ZMAT1"	"ZMAT1"	chrX	-	101918512	101918633	101904223	101904330	101931716	101932066
2947	"CHMP3"	"CHMP3"	chr2	-	86529217	86529397	86510357	86510479	86563303	86563497
2948	"CHMP3"	"CHMP3"	chr2	-	86542251	86542312	86529217	86529397	86563303	86563497
2949	"LY9"	"LY9"	chr1	+	160816593	160816863	160814419	160814761	160818217	160818319
2950	"ITSN2"	"ITSN2"	chr2	-	24284762	24284843	24275712	24275849	24286211	24286351
2951	"ITSN2"	"ITSN2"	chr2	-	24275712	24275849	24271765	24271941	24286211	24286351
2952	"ITSN2"	"ITSN2"	chr2	-	24286211	24286351	24275712	24275849	24293687	24293775
2953	"ITSN2"	"ITSN2"	chr2	-	24310283	24310380	24308616	24308756	24310488	24310692
2954	"ITSN2"	"ITSN2"	chr2	-	24257887	24258093	24254366	24254431	24261105	24261250
2955	"LOC100506603"	"LOC100506603"	chr14	-	76783692	76783851	76781732	76782776	76786084	76786724
2956	"KIAA0226"	"KIAA0226"	chr3	-	197717976	197718130	197705091	197705175	197736654	197736926
2957	"KIAA0226"	"KIAA0226"	chr3	-	197699186	197699231	197696953	197697049	197700612	197701146
2958	"YTHDC1"	"YTHDC1"	chr4	-	26435	26489	25744	25839	26949	27039
2959	"YTHDC1"	"YTHDC1"	chr4	-	68332793	68332847	68332102	68332197	68333307	68333397
2960	"POMK"	"POMK"	chr8	+	43102504	43102600	43097523	43097615	43103527	43103830
2961	"KANK1"	"KANK1"	chr9	+	549106	549721	504694	504754	676889	677009
2962	"DYNAP"	"DYNAP"	chr18	+	54594938	54595103	54591158	54591339	54597812	54599493
2963	"NBPF3"	"NBPF3"	chr1	+	21468687	21468897	21444947	21445219	21470631	21470734
2964	"NR1H4"	"NR1H4"	chr12	+	100490815	100490982	100473772	100474059	100492502	100492637
2965	"NR1H4"	"NR1H4"	chr12	+	100532457	100532598	100510777	100511143	100534889	100535023
2966	"NR1H4"	"NR1H4"	chr12	+	100532457	100532610	100510777	100511143	100534889	100535023
2967	"MTMR8"	"MTMR8"	chrX	-	64345044	64345177	64343610	64343720	64348659	64348794
2968	"PTBP3"	"PTBP3"	chr9	-	112330440	112330474	112297831	112297916	112333469	112333664
2969	"PTBP3"	"PTBP3"	chr9	-	112224132	112224210	112217714	112223983	112227410	112227627
2970	"PTBP3"	"PTBP3"	chr9	-	112275843	112276013	112268048	112268195	112297831	112297916
2971	"PTBP3"	"PTBP3"	chr9	-	112275843	112276013	112268048	112268195	112297840	112297916
2972	"PTBP3"	"PTBP3"	chr9	-	112268048	112268195	112262434	112262599	112297840	112297916
2973	"BACE2"	"BACE2"	chr21	+	41250751	41250901	41245961	41246063	41257157	41257326
2974	"BACE2"	"BACE2"	chr21	+	41257157	41257326	41250751	41250901	41275370	41282534
2975	"YPEL5"	"YPEL5"	chr2	+	30155849	30155910	30148244	30148541	30156627	30156792
2976	"YPEL5"	"YPEL5"	chr2	+	30148244	30148541	30146883	30147062	30156627	30156792
2977	"YPEL5"	"YPEL5"	chr2	+	30148244	30148305	30146883	30147062	30156627	30156792
2978	"KLHL32"	"KLHL32"	chr6	+	97062332	97062503	97041491	97041599	97064627	97064726
2979	"KLHL32"	"KLHL32"	chr6	+	97064627	97064726	96975996	96976177	97085125	97085341
2980	"KLHL32"	"KLHL32"	chr6	+	97085125	97085341	97064627	97064726	97127403	97127462
2981	"KLHL32"	"KLHL32"	chr6	+	97041491	97041599	96975996	96976177	97064627	97064726
2982	"KLHL32"	"KLHL32"	chr6	+	97113782	97114509	97085125	97085341	97127403	97127462
2983	"DEGS1"	"DEGS1"	chr1	+	224189576	224190319	224183207	224183418	224192331	224193440
2984	"MROH8"	"MROH8"	chr20	-	37155062	37155167	37147773	37147909	37157859	37157955
2985	"PSIP1"	"PSIP1"	chr9	-	15469937	15469993	15469265	15469336	15472631	15472750
2986	"CEBPZ"	"CEBPZ"	chr2	-	37212334	37212392	37211842	37212039	37213863	37213961
2987	"ORMDL1"	"ORMDL1"	chr2	-	189783013	189783123	189782421	189782602	189784268	189784371
2988	"ITGAV"	"ITGAV"	chr2	+	186665125	186665218	186664493	186664641	186666703	186666783
2989	"EVC"	"EVC"	chr4	+	5793607	5793717	5783551	5783764	5797021	5797232
2990	"DMXL1"	"DMXL1"	chr5	+	119244358	119244576	119240418	119240471	119246994	119249129
2991	"DMXL1"	"DMXL1"	chr5	+	119110154	119110283	119105179	119105258	119114474	119114541
2992	"DMXL1"	"DMXL1"	chr5	+	119110150	119110283	119105179	119105258	119114474	119114541
2993	"DMXL1"	"DMXL1"	chr5	+	119206833	119206896	119203318	119203436	119216900	119216987
2994	"DMXL1"	"DMXL1"	chr5	+	119101934	119102006	119097978	119098104	119105179	119105258
2995	"DMXL1"	"DMXL1"	chr5	+	119238988	119239080	119237321	119237414	119240418	119240471
2996	"DMXL1"	"DMXL1"	chr5	+	119105179	119105258	119097978	119098104	119110150	119110283
2997	"ANKRD1"	"ANKRD1"	chr10	-	90919130	90919268	90918864	90918972	90920168	90920348
2998	"FUT3"	"FUT3"	chr19	-	5846425	5846966	5842887	5844851	5851389	5851474
2999	"FUT3"	"FUT3"	chr19	-	5846425	5846564	5842887	5844851	5851389	5851474
3000	"FUT3"	"FUT3"	chr19	-	5846425	5846618	5842887	5844851	5851389	5851474
3001	"SLCO1C1"	"SLCO1C1"	chr12	+	20715138	20715285	20711385	20711510	20717131	20717230
3002	"PRMT5"	"PRMT5"	chr14	-	22928496	22928615	22928125	22928211	22929251	22929585
3003	"PRMT5"	"PRMT5"	chr14	-	22928496	22928615	22928125	22928211	22929166	22929585
3004	"PRMT5"	"PRMT5"	chr14	-	22924631	22924709	22924478	22924537	22924878	22925040
3005	"SLC1A5"	"SLC1A5"	chr19	-	46784096	46784144	46782382	46782549	46787399	46788585
3006	"SLC1A5"	"SLC1A5"	chr19	-	46784516	46784559	46784096	46784144	46787399	46788585
3007	"STX12"	"STX12"	chr1	+	27810245	27810289	27801677	27801815	27812162	27812268
3008	"STX12"	"STX12"	chr1	+	27817850	27817923	27812162	27812268	27819649	27819732
3009	"NAA25"	"NAA25"	chr12	-	112075677	112075789	112074674	112074764	112078187	112078266
3010	"NAA25"	"NAA25"	chr12	-	112087682	112087801	112081059	112081134	112090725	112090864
3011	"CRYZL1"	"CRYZL1"	chr21	-	33597279	33597401	33595730	33595836	33599149	33599248
3012	"ETF1"	"ETF1"	chr5	-	138517560	138517700	138513567	138513706	138518691	138518867
3013	"ETF1"	"ETF1"	chr5	-	138529554	138529678	138518691	138518867	138542832	138542936
3014	"ETF1"	"ETF1"	chr5	-	138529554	138529678	138518691	138518867	138541518	138541711
3015	"ETF1"	"ETF1"	chr5	-	138511044	138511200	138510564	138510629	138511474	138511604
3016	"ETF1"	"ETF1"	chr5	-	138512763	138512954	138511474	138511604	138513567	138513706
3017	"ZKSCAN7"	"ZKSCAN7"	chr3	+	44569924	44570665	44568306	44568433	44582971	44583464
3018	"ZKSCAN7"	"ZKSCAN7"	chr3	+	44556929	44557470	44555174	44555481	44565486	44565655
3019	"KIF14"	"KIF14"	chr1	-	200614317	200614405	200608829	200608928	200615354	200615609
3020	"ESCO2"	"ESCO2"	chr8	+	27792667	27792811	27791962	27792052	27799540	27799716
3021	"GANAB"	"GANAB"	chr11	-	62639358	62639467	62638982	62639110	62639626	62639731
3022	"GANAB"	"GANAB"	chr11	-	62634309	62634375	62633444	62633514	62634820	62635000
3023	"GANAB"	"GANAB"	chr11	-	62630196	62630276	62629813	62629957	62630378	62630505
3024	"LINC01608"	"LINC01608"	chr8	-	111014903	111015032	111005529	111005649	111027305	111027433
3025	"TSC22D4"	"TSC22D4"	chr7	-	100477276	100477462	100474273	100474440	100478793	100479279
3026	"TSC22D4"	"TSC22D4"	chr7	-	100477276	100478204	100474273	100474440	100478793	100479279
3027	"TSC22D4"	"TSC22D4"	chr7	-	100477276	100477459	100474273	100474440	100478793	100479279
3028	"TSC22D4"	"TSC22D4"	chr7	-	100477276	100478307	100474273	100474440	100478793	100479279
3029	"PXK"	"PXK"	chr3	+	58365873	58365924	58332889	58333090	58369430	58369478
3030	"PXK"	"PXK"	chr3	+	58382513	58382700	58332889	58333090	58390581	58390659
3031	"PXK"	"PXK"	chr3	+	58420535	58420568	58412900	58412963	58424751	58426127
3032	"PXK"	"PXK"	chr3	+	58412900	58412963	58410089	58410159	58424751	58426127
3033	"PXK"	"PXK"	chr3	+	58423460	58423494	58412903	58412963	58424751	58426127
3034	"PXK"	"PXK"	chr3	+	58377908	58378064	58369430	58369478	58382513	58382700
3035	"PXK"	"PXK"	chr3	+	58369430	58369478	58332889	58333090	58382513	58382700
3036	"UGGT1"	"UGGT1"	chr2	+	128156391	128156415	128155488	128155587	128157251	128157346
3037	"ZNF692"	"ZNF692"	chr1	-	248855557	248855635	248855379	248855458	248855724	248855946
3038	"ZNF692"	"ZNF692"	chr1	-	248856287	248856422	248855724	248855946	248856513	248856562
3039	"CHD4"	"CHD4"	chr12	-	6582136	6582281	6581648	6581814	6582614	6582748
3040	"SNCB"	"SNCB"	chr5	-	176629808	176629965	176629533	176629663	176630279	176630556
3041	"LAMA5-AS1"	"LAMA5-AS1"	chr20	+	62355267	62355480	62353009	62353208	62356191	62356478
3042	"IL11RA"	"IL11RA"	chr9	+	34657302	34657335	34657034	34657149	34657420	34657587
3043	"IL11RA"	"IL11RA"	chr9	+	34660853	34660936	34660503	34660600	34661481	34661901
3044	"EPB41L2"	"EPB41L2"	chr6	-	130869811	130870126	130867458	130867581	130885095	130885268
3045	"EPB41L2"	"EPB41L2"	chr6	-	130858130	130858243	130839347	130840598	130863637	130863718
3046	"EPB41L2"	"EPB41L2"	chr6	-	130863637	130863718	130839347	130840598	130885095	130885268
3047	"EPB41L2"	"EPB41L2"	chr6	-	130926604	130926709	130908820	130908863	131063154	131063322
3048	"NBPF11"	"NBPF11"	chr1	-	148127140	148127288	148126828	148127038	148135671	148135813
3049	"NBPF11"	"NBPF11"	chr1	-	148124898	148125001	148123852	148124067	148126828	148127038
3050	"NBPF11"	"NBPF11"	chr1	-	148137710	148137809	148135671	148135813	148143414	148143686
3051	"ZNF33A"	"ZNF33A"	chr10	+	38012297	38012350	38010649	38010783	38016870	38017015
3052	"ZNF33A"	"ZNF33A"	chr10	+	38034277	38034400	38017290	38017386	38054377	38060067
3053	"ZNF33A"	"ZNF33A"	chr10	+	38034277	38034400	38017290	38017386	38054374	38060067
3054	"ZNF33A"	"ZNF33A"	chr10	+	38034325	38034400	38017290	38017386	38054374	38060067
3055	"ZNF33A"	"ZNF33A"	chr10	+	38039412	38039492	38017290	38017386	38054374	38060067
3056	"ZNF33A"	"ZNF33A"	chr10	+	38015966	38016045	38012297	38012350	38016870	38017015
3057	"ZNF33A"	"ZNF33A"	chr10	+	38025347	38025411	38017290	38017386	38054374	38060067
3058	"HECTD1"	"HECTD1"	chr14	-	31106645	31107253	31105589	31105668	31107566	31107704
3059	"HECTD1"	"HECTD1"	chr14	-	31128611	31129448	31127784	31128006	31133237	31133414
3060	"STXBP3"	"STXBP3"	chr1	+	108807400	108807549	108800219	108800305	108808782	108809526
3061	"STXBP3"	"STXBP3"	chr1	+	108782421	108782517	108779285	108779410	108782648	108782706
3062	"STXBP3"	"STXBP3"	chr1	+	108779285	108779410	108776332	108776423	108782421	108782517
3063	"CDC73"	"CDC73"	chr1	+	193232992	193233154	193212389	193212477	193249729	193249871
