IID	GeneID	geneSymbol	chr	strand	exonStart_0base	exonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE
3509	"Tmx3"	"Tmx3"	chr18	+	90520956	90521037	90519104	90519150	90523529	90523629
3510	"Prmt1"	"Prmt1"	chr7	-	44979382	44979525	44978882	44978970	44981586	44981650
3511	"Prmt1"	"Prmt1"	chr7	-	44984079	44984133	44983485	44983587	44986282	44986420
3512	"Csf3r"	"Csf3r"	chr4	+	126026080	126026179	126024658	126024795	126027316	126027400
3513	"Sppl3"	"Sppl3"	chr5	+	115095845	115095955	115095050	115095250	115097125	115098790
3514	"Sppl3"	"Sppl3"	chr5	+	115061561	115061639	115011523	115011615	115074814	115074903
3515	"Sppl3"	"Sppl3"	chr5	+	115074814	115074903	115061561	115061639	115082220	115082340
3516	"Ptprg"	"Ptprg"	chr14	+	12179263	12179350	12166744	12166877	12190681	12190773
3517	"Bpifb9a"	"Bpifb9a"	chr2	+	154268167	154268198	154267854	154267922	154269438	154269499
3518	"Icmt"	"Icmt"	chr4	+	152299136	152299245	152298684	152298773	152299670	152299840
3519	"Asap2"	"Asap2"	chr12	+	21256474	21256609	21254214	21254467	21258009	21258175
3520	"Asap2"	"Asap2"	chr12	+	21214361	21214370	21213138	21213225	21217974	21218078
3521	"Pcbp2"	"Pcbp2"	chr15	+	102488775	102488814	102488204	102488277	102489751	102489807
3522	"Pcbp2"	"Pcbp2"	chr15	+	102478615	102478747	102474574	102474691	102483159	102483288
3523	"Pcbp2"	"Pcbp2"	chr15	+	102473260	102473402	102470631	102470803	102474130	102474154
3524	"Pcbp2"	"Pcbp2"	chr15	+	102473284	102473402	102470631	102470803	102474130	102474154
3525	"Pcbp2"	"Pcbp2"	chr15	+	102487087	102487129	102485947	102486040	102488204	102488277
3526	"Pcbp2"	"Pcbp2"	chr15	+	102487087	102487129	102484153	102484240	102488204	102488277
3527	"Pcbp2"	"Pcbp2"	chr15	+	102474130	102474154	102473260	102473402	102474246	102474279
3528	"Pcbp2"	"Pcbp2"	chr15	+	102485947	102486040	102484165	102484240	102487087	102487129
3529	"Pcbp2"	"Pcbp2"	chr15	+	102485947	102486040	102484165	102484240	102488204	102488277
3530	"Morc2a"	"Morc2a"	chr11	+	3664150	3664298	3661828	3661863	3668770	3668839
3531	"Morc2a"	"Morc2a"	chr11	+	3650307	3650447	3649493	3650146	3658671	3658725
3532	"Ccdc136"	"Ccdc136"	chr6	+	29419101	29419383	29417931	29418153	29426624	29426995
3533	"Abcf1"	"Abcf1"	chr17	-	35958324	35958357	35958072	35958241	35959068	35959139
3534	"2610507B11Rik"	"2610507B11Rik"	chr11	+	78273681	78273902	78273440	78273559	78274464	78274655
3535	"Slc7a5"	"Slc7a5"	chr8	-	121885908	121886005	121884982	121885132	121886279	121886383
3536	"1700017B05Rik"	"1700017B05Rik"	chr9	-	57256385	57259140	57252321	57254329	57262428	57262599
3537	"Anks3"	"Anks3"	chr16	-	4960396	4960568	4957640	4957762	4964119	4964237
3538	"Anks3"	"Anks3"	chr16	-	4957967	4958166	4957640	4957762	4960396	4960568
3539	"Anks3"	"Anks3"	chr16	-	4957640	4957762	4955857	4955939	4964119	4964237
3540	"Anks3"	"Anks3"	chr16	-	4947648	4947758	4947264	4947432	4948225	4948363
3541	"Anks3"	"Anks3"	chr16	-	4941898	4941987	4941414	4941797	4942210	4942294
3542	"Anks3"	"Anks3"	chr16	-	4943078	4943251	4942692	4942778	4943558	4943700
3543	"Anks3"	"Anks3"	chr16	-	4950612	4950768	4948225	4948363	4953818	4953954
3544	"Ramp1"	"Ramp1"	chr1	+	91205246	91205325	91196770	91196909	91206396	91206790
3545	"Aim2"	"Aim2"	chr1	+	173463858	173464047	173461906	173462320	173464970	173466036
3546	"Aim2"	"Aim2"	chr1	+	173459697	173459849	173455333	173455615	173461906	173462320
3547	"Aim2"	"Aim2"	chr1	+	173427758	173427898	173420603	173420686	173452827	173452948
3548	"Eya2"	"Eya2"	chr2	+	165754440	165754530	165731552	165731636	165761903	165761962
3549	"Eya2"	"Eya2"	chr2	+	165682836	165682882	165664785	165664886	165685548	165685691
3550	"BC052040"	"BC052040"	chr2	+	115687045	115687169	115686384	115686450	115776901	115778768
3551	"BC052040"	"BC052040"	chr2	+	115687063	115687169	115686384	115686450	115776901	115778768
3552	"4932438A13Rik"	"4932438A13Rik"	chr3	+	36965520	36965671	36964874	36965026	36965841	36965994
3553	"4932438A13Rik"	"4932438A13Rik"	chr3	+	36992676	36992727	36989794	36989888	36994774	36994981
3554	"Trappc13"	"Trappc13"	chr13	-	104147243	104147344	104144403	104144554	104148083	104148282
3555	"Trappc13"	"Trappc13"	chr13	-	104152164	104152182	104150049	104150183	104154295	104154340
3556	"Ccdc157"	"Ccdc157"	chr11	-	4144025	4144114	4141123	4143935	4144509	4144649
3557	"Ccdc157"	"Ccdc157"	chr11	-	4151388	4151524	4149930	4150102	4151671	4151930
3558	"Zfp612"	"Zfp612"	chr8	+	110084343	110084451	110083656	110083783	110088421	110092752
3559	"Ehd1"	"Ehd1"	chr19	+	6294213	6294626	6281217	6281315	6297532	6297697
3560	"Ehd1"	"Ehd1"	chr19	+	6281217	6281315	6276895	6277378	6294213	6294626
3561	"Zbtb8b"	"Zbtb8b"	chr4	-	129428427	129428606	129425764	129427827	129432310	129433311
3562	"Prkaa1"	"Prkaa1"	chr15	+	5164711	5164805	5160602	5160744	5168567	5168712
3563	"Dhx30"	"Dhx30"	chr9	-	110087119	110087195	110086931	110087036	110087429	110088266
3564	"Dhx30"	"Dhx30"	chr9	-	110115035	110115161	110112970	110113090	110115490	110115582
3565	"Dhx30"	"Dhx30"	chr9	-	110115035	110115161	110112970	110113025	110115490	110115582
3566	"Cd247"	"Cd247"	chr1	+	165866654	165866748	165859788	165859824	165869017	165871153
3567	"Cd247"	"Cd247"	chr1	+	165866654	165866898	165859788	165859824	165869017	165871153
3568	"Usp7"	"Usp7"	chr16	-	8706598	8706729	8706085	8706140	8707637	8707746
3569	"Usp7"	"Usp7"	chr16	-	8693017	8693118	8692379	8692479	8693701	8693779
3570	"Myo1g"	"Myo1g"	chr11	-	6514751	6514922	6514466	6514537	6515093	6515208
3571	"Pabpc1l"	"Pabpc1l"	chr2	+	164049493	164049624	164047480	164047574	164049976	164050538
3572	"Chrm1"	"Chrm1"	chr19	+	8664908	8665000	8664004	8664457	8677861	8683602
3573	"Ndrg3"	"Ndrg3"	chr2	-	156970036	156970138	156958466	156958502	156991998	156992111
3574	"Ndrg3"	"Ndrg3"	chr2	-	156929931	156929970	156927341	156928881	156931215	156931267
3575	"Ndrg3"	"Ndrg3"	chr2	-	156958466	156958502	156950033	156950139	156970036	156970138
3576	"Vps26a"	"Vps26a"	chr10	-	62480557	62480707	62469900	62470057	62486657	62486805
3577	"Vps26a"	"Vps26a"	chr10	-	62471059	62471135	62469900	62470057	62480557	62480707
3578	"Mettl5"	"Mettl5"	chr2	-	69879101	69879184	69873883	69873935	69880766	69880948
3579	"Med7"	"Med7"	chr11	+	46439805	46439975	46436946	46437009	46440562	46442721
3580	"Med7"	"Med7"	chr11	+	46439805	46439975	46436960	46437191	46440562	46442721
3581	"Hspd1"	"Hspd1"	chr1	-	55086765	55086941	55084532	55084785	55087778	55087932
3582	"Nkd2"	"Nkd2"	chr13	-	73847269	73847305	73846912	73847016	73847402	73847631
3583	"Nkd2"	"Nkd2"	chr13	-	73823271	73823356	73822689	73822817	73824248	73824393
3584	"Ces1b"	"Ces1b"	chr8	-	93073210	93073344	93071866	93072020	93076058	93076203
3585	"Ces1b"	"Ces1b"	chr8	-	93067014	93067053	93064883	93065024	93068063	93068215
3586	"Scin"	"Scin"	chr12	-	40068914	40069036	40063211	40063289	40073301	40073472
3587	"Scin"	"Scin"	chr12	-	40069268	40069446	40068914	40069036	40073301	40073472
3588	"Macf1"	"Macf1"	chr4	-	123364056	123364074	123360909	123361027	123365272	123365347
3589	"Macf1"	"Macf1"	chr4	-	123387227	123387431	123385454	123385686	123389118	123389337
3590	"Macf1"	"Macf1"	chr4	-	123401750	123401912	123401392	123401563	123431997	123433469
3591	"Macf1"	"Macf1"	chr4	-	123441602	123441665	123440549	123440791	123444834	123444952
3592	"Macf1"	"Macf1"	chr4	-	123366294	123366449	123365272	123365347	123367874	123368037
3593	"Macf1"	"Macf1"	chr4	-	123368820	123368832	123367874	123368037	123369804	123369968
3594	"Hjurp"	"Hjurp"	chr1	-	88272728	88272765	88270201	88270299	88275041	88275097
3595	"Hjurp"	"Hjurp"	chr1	-	88277218	88277285	88275041	88275097	88277373	88277579
3596	"Dppa1"	"Dppa1"	chr11	-	46626918	46627004	46625567	46625625	46629224	46629274
3597	"Mast4"	"Mast4"	chr13	-	102754055	102754256	102751380	102751610	102758501	102758737
3598	"Mfap1b"	"Mfap1b"	chr2	-	121469778	121470316	121466987	121467096	121473833	121474023
3599	"B4galt5"	"B4galt5"	chr2	-	167307543	167307668	167306590	167306707	167309222	167309336
3600	"B4galt5"	"B4galt5"	chr2	-	167304995	167305118	167302009	167302111	167305659	167305847
3601	"Rsph9"	"Rsph9"	chr17	-	46141546	46141712	46136741	46136871	46143921	46144198
3602	"1110059G10Rik"	"1110059G10Rik"	chr9	-	122948924	122949069	122945088	122948108	122950804	122951000
3603	"Sorl1"	"Sorl1"	chr9	-	42099144	42099270	42092308	42092470	42106427	42106544
3604	"Cobll1"	"Cobll1"	chr2	-	65105714	65105828	65103159	65103394	65107011	65107086
3605	"Cobll1"	"Cobll1"	chr2	-	65136344	65136546	65133578	65133807	65150978	65151167
3606	"Pear1"	"Pear1"	chr3	-	87763259	87763358	87762211	87762281	87768877	87768953
3607	"Pear1"	"Pear1"	chr3	-	87762211	87762281	87760223	87760385	87768877	87768953
3608	"Pear1"	"Pear1"	chr3	-	87763224	87763358	87762211	87762281	87768877	87768953
3609	"4933412E12Rik"	"4933412E12Rik"	chr10	+	116954512	116954725	116950561	116950692	116955527	116955657
3610	"Il27ra"	"Il27ra"	chr8	-	84039477	84039634	84039295	84039369	84040673	84040831
3611	"Epb4.1"	"Epb4.1"	chr4	-	131929693	131929795	131928491	131928572	131935738	131935867
3612	"Epb4.1"	"Epb4.1"	chr4	-	131964130	131964187	131962923	131962986	131967787	131967975
3613	"Epb4.1"	"Epb4.1"	chr4	-	131963928	131963970	131962923	131962986	131964130	131964187
3614	"Epb4.1"	"Epb4.1"	chr4	-	131962923	131962986	131957642	131957819	131967787	131967975
3615	"Catsperg1"	"Catsperg1"	chr7	-	29184678	29184768	29182236	29182329	29184994	29185090
3616	"Catsperg1"	"Catsperg1"	chr7	-	29195827	29195939	29191534	29191748	29196974	29197104
3617	"Catsperg1"	"Catsperg1"	chr7	-	29198348	29198408	29198112	29198220	29200116	29200254
3618	"Catsperg1"	"Catsperg1"	chr7	-	29189809	29189866	29185436	29185593	29189946	29190027
3619	"Catsperg1"	"Catsperg1"	chr7	-	29195213	29195323	29191534	29191748	29195827	29195939
3620	"Catsperg1"	"Catsperg1"	chr7	-	29184994	29185090	29182236	29182329	29185187	29185251
3621	"Parg"	"Parg"	chr14	+	32238530	32238623	32217659	32217734	32242188	32242346
3622	"Parg"	"Parg"	chr14	+	32254535	32254596	32250016	32250096	32258077	32258153
3623	"Mtdh"	"Mtdh"	chr15	+	34123667	34123766	34117879	34118110	34131163	34131288
3624	"Mtdh"	"Mtdh"	chr15	+	34116310	34116376	34114798	34114975	34117879	34118110
3625	"Mtdh"	"Mtdh"	chr15	+	34139740	34139897	34136686	34136827	34140691	34142385
3626	"Snx15"	"Snx15"	chr19	-	6124152	6124188	6123829	6123950	6128048	6128215
3627	"Stxbp5"	"Stxbp5"	chr10	-	9789362	9789428	9770449	9770689	9798121	9798273
3628	"Stxbp5"	"Stxbp5"	chr10	-	9778020	9778071	9770449	9770689	9789362	9789428
3629	"Irf4"	"Irf4"	chr13	+	30755137	30755245	30752690	30752779	30757407	30757761
3630	"Irf4"	"Irf4"	chr13	+	30755137	30755245	30753444	30753589	30757407	30757761
3631	"Irf4"	"Irf4"	chr13	+	30753444	30753589	30752690	30752779	30757407	30757761
3632	"Irf4"	"Irf4"	chr13	+	30753444	30753589	30752690	30752779	30755137	30755245
3633	"Irf4"	"Irf4"	chr13	+	30761371	30761484	30757407	30757761	30763526	30766927
3634	"Csnk1g1"	"Csnk1g1"	chr9	+	66019801	66019912	66012746	66012854	66032238	66032345
3635	"Csnk1g1"	"Csnk1g1"	chr9	+	66032238	66032345	66012746	66012854	66039576	66045014
3636	"Cdc14a"	"Cdc14a"	chr3	-	116404542	116404618	116392821	116392914	116422566	116422657
3637	"Nf2"	"Nf2"	chr11	-	4818504	4818627	4816081	4816165	4820367	4820493
3638	"Nf2"	"Nf2"	chr11	-	4799860	4799995	4794842	4794917	4803677	4803753
3639	"Nf2"	"Nf2"	chr11	-	4780577	4780622	4765844	4768273	4782186	4782352
3640	"Nf2"	"Nf2"	chr11	-	4806253	4806336	4803677	4803753	4808256	4808325
3641	"Nf2"	"Nf2"	chr11	-	4816081	4816165	4808256	4808325	4820367	4820493
3642	"Meg3"	"Meg3"	chr12	+	109549290	109549371	109546429	109546542	109549478	109549552
3643	"Atg9a"	"Atg9a"	chr1	-	75190822	75190880	75190302	75190434	75191823	75192010
3644	"Atg9a"	"Atg9a"	chr1	-	75190302	75190434	75190111	75190155	75190822	75190880
3645	"Atg9a"	"Atg9a"	chr1	-	75190822	75190877	75190302	75190434	75191823	75192010
3646	"Rbks"	"Rbks"	chr5	-	31647720	31647909	31624438	31624656	31651808	31651900
3647	"Pigo"	"Pigo"	chr4	-	43018147	43018218	43017637	43018038	43019211	43019435
3648	"Nop58"	"Nop58"	chr1	+	59700884	59700949	59698322	59698459	59702812	59702947
3649	"Nop58"	"Nop58"	chr1	+	59704623	59704750	59704062	59704208	59705592	59705756
3650	"Nop58"	"Nop58"	chr1	+	59695977	59696099	59692336	59692389	59698322	59698459
3651	"Ociad2"	"Ociad2"	chr5	-	73335819	73335945	73332103	73332200	73338530	73338639
3652	"Efemp2"	"Efemp2"	chr19	+	5477926	5478043	5477561	5477684	5478200	5478320
3653	"Cpsf4l"	"Cpsf4l"	chr11	-	113702055	113702095	113699835	113699982	113702412	113702506
3654	"Tmem220"	"Tmem220"	chr11	+	67026122	67026194	67025908	67025938	67029965	67030026
3655	"Fgd4"	"Fgd4"	chr16	-	16469703	16469842	16462000	16462059	16474226	16474383
3656	"Cdc42se2"	"Cdc42se2"	chr11	-	54720242	54720357	54717414	54719724	54723573	54723675
3657	"Rnf19a"	"Rnf19a"	chr15	-	36245415	36245629	36244086	36244230	36247121	36247283
3658	"Rnf19a"	"Rnf19a"	chr15	-	36244086	36244230	36239933	36242065	36247121	36247283
3659	"Traf2"	"Traf2"	chr2	-	25536675	25536774	25530286	25530448	25537070	25537149
3660	"Traf2"	"Traf2"	chr2	-	25536675	25536774	25530286	25530448	25538865	25539084
3661	"Traf2"	"Traf2"	chr2	-	25537070	25537149	25530286	25530448	25538865	25539084
3662	"Traf2"	"Traf2"	chr2	-	25537070	25537149	25536675	25536774	25538844	25539084
3663	"Traf2"	"Traf2"	chr2	-	25537070	25537149	25536675	25536774	25538865	25539084
3664	"H2-Q10"	"H2-Q10"	chr17	+	35470375	35470645	35470088	35470179	35473082	35473358
3665	"H2-Q10"	"H2-Q10"	chr17	+	35473767	35473800	35473485	35473589	35474140	35474563
3666	"H2-Q10"	"H2-Q10"	chr17	+	35470825	35471101	35470375	35470645	35473082	35473358
3667	"Abtb1"	"Abtb1"	chr6	-	88836524	88836725	88835913	88836452	88838117	88838285
3668	"Ripk1"	"Ripk1"	chr13	+	34021380	34021457	34016996	34017146	34026741	34026832
3669	"Acer3"	"Acer3"	chr7	-	98261586	98261639	98259404	98259457	98266136	98266247
3670	"Pla2g6"	"Pla2g6"	chr15	-	79304304	79304469	79302618	79302697	79305702	79305811
3671	"Pla2g6"	"Pla2g6"	chr15	-	79327634	79327714	79317760	79318010	79328209	79328371
3672	"Rab8a"	"Rab8a"	chr8	+	72176322	72176388	72175839	72175929	72177619	72177670
3673	"Zmym6"	"Zmym6"	chr4	+	127090906	127091162	127088328	127088554	127092911	127093083
3674	"Zmym6"	"Zmym6"	chr4	+	127105273	127105446	127104270	127104421	127106575	127106723
3675	"Zmym6"	"Zmym6"	chr4	+	127103411	127103687	127101848	127101964	127104270	127104421
3676	"Ctcf"	"Ctcf"	chr8	+	105674868	105675029	105671290	105671440	105675995	105676178
3677	"Rab15"	"Rab15"	chr12	-	76803067	76803145	76801891	76801981	76803567	76803628
3678	"Sufu"	"Sufu"	chr19	+	46450578	46450664	46449828	46449971	46450890	46450963
3679	"Glb1"	"Glb1"	chr9	+	114434400	114434459	114430312	114430493	114437738	114437860
3680	"Glb1"	"Glb1"	chr9	+	114416960	114417130	114401077	114401269	114420352	114420503
3681	"Dao"	"Dao"	chr5	+	114015144	114015210	114013928	114014005	114017655	114017710
3682	"Dao"	"Dao"	chr5	+	114020923	114021041	114019924	114020007	114023827	114023926
3683	"Dao"	"Dao"	chr5	+	114019924	114020007	114019011	114019113	114023827	114023926
3684	"Ctr9"	"Ctr9"	chr7	+	111045376	111045465	111043835	111044019	111046253	111046439
3685	"Rbms1"	"Rbms1"	chr2	-	60755415	60755496	60751952	60752982	60756435	60756546
3686	"Rbms1"	"Rbms1"	chr2	-	60759758	60759806	60758803	60758854	60762052	60762146
3687	"Rbms1"	"Rbms1"	chr2	-	60753729	60753814	60751952	60752982	60755415	60755496
3688	"Rbms1"	"Rbms1"	chr2	-	60758803	60758854	60756435	60756546	60762052	60762146
3689	"Rbms1"	"Rbms1"	chr2	-	60762052	60762146	60758803	60758854	60762269	60762319
3690	"Mrpl13"	"Mrpl13"	chr15	-	55548141	55548235	55543323	55543384	55555319	55555443
3691	"Mrpl13"	"Mrpl13"	chr15	-	55555319	55555443	55548141	55548235	55557257	55557312
3692	"Mrpl13"	"Mrpl13"	chr15	-	55539029	55539151	55534094	55534337	55540122	55540209
3693	"Postn"	"Postn"	chr3	+	54385670	54385754	54385207	54385285	54389338	54389380
3694	"Postn"	"Postn"	chr3	+	54380411	54380492	54377560	54377606	54383387	54383477
3695	"Postn"	"Postn"	chr3	+	54385207	54385285	54384483	54384573	54389338	54389380
3696	"Dnajc5"	"Dnajc5"	chr2	+	181521234	181521287	181520484	181520697	181546370	181546488
3697	"Dnajc5"	"Dnajc5"	chr2	+	181548925	181549000	181548669	181548841	181549272	181552880
3698	"Dnajc5"	"Dnajc5"	chr2	+	181540536	181540616	181520484	181520697	181546370	181546488
3699	"Cul5"	"Cul5"	chr9	-	53642517	53642598	53634971	53635065	53642680	53642826
3700	"Yeats4"	"Yeats4"	chr10	-	117217428	117217521	117217211	117217299	117220332	117220427
3701	"Tm9sf4"	"Tm9sf4"	chr2	+	153202337	153202401	153200642	153200818	153203781	153203901
3702	"Mzf1"	"Mzf1"	chr7	-	13052182	13052366	13051732	13051803	13052742	13053181
3703	"Mzf1"	"Mzf1"	chr7	-	13045732	13045832	13042302	13044700	13051490	13051611
3704	"Foxn1"	"Foxn1"	chr11	-	78366866	78366997	78365940	78366037	78368706	78368820
3705	"Fip1l1"	"Fip1l1"	chr5	+	74536800	74536845	74535481	74535761	74536941	74536981
3706	"Fip1l1"	"Fip1l1"	chr5	+	74564518	74564626	74557039	74557149	74571098	74571192
3707	"Fip1l1"	"Fip1l1"	chr5	+	74585045	74585072	74572428	74572585	74587002	74587057
3708	"Patz1"	"Patz1"	chr11	+	3294455	3294547	3293279	3293343	3299033	3299205
3709	"Patz1"	"Patz1"	chr11	+	3306287	3306360	3299033	3299205	3307647	3309083
3710	"Rims1"	"Rims1"	chr1	-	22412210	22412294	22404443	22404515	22421740	22421830
3711	"Rims1"	"Rims1"	chr1	-	22726929	22727010	22630411	22630480	22805560	22805724
3712	"Tgfbrap1"	"Tgfbrap1"	chr1	-	43062516	43062599	43059879	43060221	43067473	43067628
3713	"Pigp"	"Pigp"	chr16	-	94365354	94365473	94358762	94359174	94370088	94370192
3714	"Pigp"	"Pigp"	chr16	-	94367560	94367633	94365354	94365473	94370088	94370192
3715	"Arntl"	"Arntl"	chr7	+	113283256	113283295	113280649	113280802	113283520	113283562
3716	"Arntl"	"Arntl"	chr7	+	113274625	113274753	113234623	113234696	113279456	113279582
3717	"Arntl"	"Arntl"	chr7	+	113279456	113279582	113234623	113234696	113280649	113280802
3718	"4833423E24Rik"	"4833423E24Rik"	chr2	-	85493250	85493311	85490668	85490745	85494104	85494230
3719	"4833423E24Rik"	"4833423E24Rik"	chr2	-	85486980	85487060	85485429	85485555	85488747	85488844
3720	"4833423E24Rik"	"4833423E24Rik"	chr2	-	85490345	85490443	85488747	85488844	85490668	85490745
3721	"4833423E24Rik"	"4833423E24Rik"	chr2	-	85494104	85494230	85490668	85490745	85500211	85500313
3722	"Armc8"	"Armc8"	chr9	-	99551542	99551619	99537687	99537759	99568601	99568899
3723	"Armc8"	"Armc8"	chr9	-	99523138	99523339	99520486	99520582	99525352	99525413
3724	"B2m"	"B2m"	chr2	+	122151646	122151675	122150872	122151151	122152650	122153082
3725	"B2m"	"B2m"	chr2	+	122150872	122151151	122147686	122147804	122151646	122151675
3726	"Prosc"	"Prosc"	chr8	+	27045397	27045433	27045027	27045135	27045923	27045999
3727	"Fn1"	"Fn1"	chr1	-	71603659	71603929	71602309	71602497	71604969	71605083
3728	"Fn1"	"Fn1"	chr1	-	71613762	71614035	71612467	71612650	71615359	71615551
3729	"Fanca"	"Fanca"	chr8	-	123272319	123272432	123271204	123271340	123274147	123274252
3730	"Pkm"	"Pkm"	chr9	+	59675567	59675734	59671920	59672073	59678043	59678225
3731	"Pkm"	"Pkm"	chr9	+	59675028	59675195	59671920	59672073	59678043	59678225
3732	"Sqle"	"Sqle"	chr15	+	59324461	59324557	59323806	59323978	59326034	59326177
3733	"Nnat"	"Nnat"	chr2	+	157561212	157561288	157560077	157560260	157561541	157562525
3734	"Nnat"	"Nnat"	chr2	+	157561212	157561239	157560077	157560260	157561541	157562525
3735	"Nnat"	"Nnat"	chr2	+	157561212	157561293	157560077	157560260	157561541	157562525
3736	"Nnat"	"Nnat"	chr2	+	157560447	157560535	157560077	157560260	157561541	157562525
3737	"Serpina7"	"Serpina7"	chrX	-	139081949	139082223	139081206	139081354	139083070	139083718
3738	"Klhdc8b"	"Klhdc8b"	chr9	-	108459224	108459309	108458676	108458836	108461452	108461581
3739	"Gprc5d"	"Gprc5d"	chr6	-	135107730	135107798	135105990	135106265	135116012	135116950
3740	"Ndufa11"	"Ndufa11"	chr17	+	56721318	56721441	56721034	56721127	56721984	56724248
3741	"Cnksr2"	"Cnksr2"	chrX	-	157919745	157919892	157910116	157910250	157934639	157934708
3742	"Mrpl27"	"Mrpl27"	chr11	+	94656486	94656618	94653790	94653841	94656982	94657050
3743	"Airn"	"Airn"	chr17	+	12779289	12779512	12741310	12741424	12814495	12815557
3744	"Pcgf2"	"Pcgf2"	chr11	-	97699205	97699300	97693415	97693568	97699535	97699648
3745	"Pcgf2"	"Pcgf2"	chr11	-	97697988	97698060	97693415	97693568	97699205	97699384
3746	"D130020L05Rik"	"D130020L05Rik"	chr12	+	101084283	101084499	101082450	101084025	101088041	101088927
3747	"D130020L05Rik"	"D130020L05Rik"	chr12	+	101086187	101086352	101084283	101084499	101088041	101088927
3748	"Slc25a32"	"Slc25a32"	chr15	-	39101982	39102068	39099872	39100033	39105831	39105982
3749	"Kalrn"	"Kalrn"	chr16	-	34009269	34009329	33993635	33993663	34010521	34010645
3750	"Kalrn"	"Kalrn"	chr16	-	34049829	34049922	34039878	34040009	34053559	34053664
3751	"Moxd1"	"Moxd1"	chr10	+	24281417	24281584	24279842	24279945	24282562	24282754
3752	"Atg4b"	"Atg4b"	chr1	+	93775627	93775700	93775132	93775234	93778284	93778364
3753	"Stk17b"	"Stk17b"	chr1	-	53776516	53776679	53771609	53771822	53785073	53785215
3754	"Per2"	"Per2"	chr1	-	91423689	91424486	91421367	91421554	91427738	91427978
3755	"Per2"	"Per2"	chr1	-	91448707	91448862	91445500	91445622	91449812	91449878
3756	"Abl1"	"Abl1"	chr2	+	31695748	31695892	31688536	31689942	31778333	31778507
